Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Hourly Salary,min_salary,max_salary,Average Salary,Job state,Company_age
Data Scientist,USD 140K - USD 171K ,4.5,Colsh Consultants,"Santa Clara, CA",Unknown,2005,Unknown,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,140,171,155.5,CA,19.0
Data Scientist - (Hybrid Schedule),USD 100K - USD 142K ,3.3,Serco North America,"Herndon, VA",10000+ Employees,1987,Company - Public,HR Consulting,Human Resources & Staffing,$5 to $10 billion (USD),0,100,142,121.0,VA,37.0
Senior Data Engineer,USD 120K - USD 148K ,4.3,Mastercard,"Atlanta, GA",10000+ Employees,1966,Company - Public,Financial Transaction Processing,Financial Services,Unknown / Non-Applicable,0,120,148,134.0,GA,58.0
Senior Data Analyst,USD 125K - USD 140K,3.7,Dior,United States,10000+ Employees,1947,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$1 to $5 billion (USD),0,125,140,132.5,ES,77.0
2024 BNY Mellon Analyst Program - Engineering (Data Science),USD 75K - USD 100K,3.6,BNY Mellon,"Lake Mary, FL",10000+ Employees,1784,Company - Public,Investment & Asset Management,Financial Services,$10+ billion (USD),0,75,100,87.5,FL,240.0
Data Analyst 2,USD 58K - USD 83K ,3.8,Kiewit Corporation,"Lenexa, KS",10000+ Employees,1884,Company - Private,Construction,"Construction, Repair & Maintenance Services",$10+ billion (USD),0,58,83,70.5,KS,140.0
People Analytics Consultant,USD 112K - USD 154K,4.1,Applied Materials,"Santa Clara, CA",10000+ Employees,1967,Company - Public,Electronics Manufacturing,Manufacturing,$10+ billion (USD),0,112,154,133.0,CA,57.0
Data Scientist I,USD 63K - USD 94K ,3.9,The University of Pittsburgh,"Pittsburgh, PA",10000+ Employees,1787,College / University,Colleges & Universities,Education,Less than $1 million (USD),0,63,94,78.5,PA,237.0
Data Analyst,USD 60K - USD 80K,4.2,Climate Policy Initiative,"San Francisco, CA",51 to 200 Employees,2009,Nonprofit Organization,Civic & Social Services,Nonprofit & NGO,Unknown / Non-Applicable,0,60,80,70.0,CA,15.0
Data Review Scientist 1,USD 50K,3.4,Charles River Laboratories,"Newark, DE",10000+ Employees,1947,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD),0,50,50,50.0,DE,77.0
Data Scientist,USD 72K - USD 108K,3.5,Denver Health,"Denver, CO",5001 to 10000 Employees,1860,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD),0,72,108,90.0,CO,164.0
Data Scientist,USD 65K - USD 160K,4.3,NinjaHoldings,Remote,51 to 200 Employees,2017,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,0,65,160,112.5,Remote,7.0
Staff Data Scientist,USD 174K - USD 216K ,4.4,Intuit,"Mountain View, CA",10000+ Employees,1983,Company - Public,Software Development,Information Technology,$10+ billion (USD),0,174,216,195.0,CA,41.0
Senior Research Data Analyst,USD 67K - USD 92K ,3.7,Cystic Fibrosis Foundation,"Bethesda, MD",501 to 1000 Employees,1955,Nonprofit Organization,Grantmaking & Charitable Foundations,Nonprofit & NGO,$100 to $500 million (USD),0,67,92,79.5,MD,69.0
Senior Data Scientist - Marketing Science,USD 136K - USD 182K,3.8,Disney Direct to Consumer,"New York, NY",10000+ Employees,1923,Company - Public,Film Production,Media & Communication,$10+ billion (USD),0,136,182,159.0,NY,101.0
Trading Analyst,USD 75K - USD 112K,4.1,DraftKings,"Boston, MA",1001 to 5000 Employees,2012,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,75,112,93.5,MA,12.0
Data Scientist,USD 143K - USD 169K,4.1,Amgen,"Thousand Oaks, CA",10000+ Employees,1980,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),0,143,169,156.0,CA,44.0
Data Analytics Analyst 2,USD 75K,3.9,IQVIA,Remote,10000+ Employees,2017,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),0,75,75,75.0,Remote,7.0
Quality Systems Data Science Co-Op- Summer 2024,USD 80K - USD 105K ,4.2,Johnson & Johnson,"Cincinnati, OH",10000+ Employees,1887,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),0,80,105,92.5,OH,137.0
Senior Data Analyst,USD 93K - USD 133K ,3.6,Roku,"Austin, TX",1001 to 5000 Employees,2002,Company - Public,Information Technology Support Services,Information Technology,$500 million to $1 billion (USD),0,93,133,113.0,TX,22.0
Data Scientist Promotional Writing (L5) - Content and Studio,USD 130K - USD 199K ,4.1,Netflix,"Los Gatos, CA",5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),0,130,199,164.5,CA,27.0
Senior Data Scientist,USD 120K - USD 156K ,3.9,Nestlé USA,"Arlington, VA",1001 to 5000 Employees,1866,Subsidiary or Business Segment,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),0,120,156,138.0,VA,158.0
Research Data Analyst,USD 74K - USD 111K ,4.1,University of California San Francisco,"San Francisco, CA",10000+ Employees,1864,College / University,Colleges & Universities,Education,$25 to $100 million (USD),0,74,111,92.5,CA,160.0
Data Scientist,USD 99K - USD 145K ,4.1,World Bank Group,"Washington, DC",10000+ Employees,--,Nonprofit Organization,--,--,$1 to $5 billion (USD),0,99,145,122.0,DC,
Marketing Data Analyst,USD 25.00 - USD 35.00 Per Hour,2.0,"Clutch Group, Inc.",Remote,1 to 50 Employees,2018,Company - Private,HR Consulting,Human Resources & Staffing,$1 to $5 million (USD),1,42,58,50.0,Remote,6.0
Senior Data Science and Visualization Engineer,USD 81K - USD 118K ,3.3,Fulton Bank,"Lancaster, PA",1001 to 5000 Employees,1882,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),0,81,118,99.5,PA,142.0
DATA SCIENCE MANAGER,USD 110K - USD 153K ,3.7,Micron,"Boise, ID",10000+ Employees,1978,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,110,153,131.5,ID,46.0
Data Scientist Co-Op,USD 107K - USD 139K ,3.9,Bayer,"Creve Coeur, MO",10000+ Employees,1863,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),0,107,139,123.0,MO,161.0
Data Science Developer,USD 82K - USD 121K ,3.9,KBR,"Boston, MA",10000+ Employees,1901,Company - Public,Aerospace & Defense,Aerospace & Defense,$5 to $10 billion (USD),0,82,121,101.5,MA,123.0
Senior Data Analyst,USD 85K - USD 105K,4.3,New York University,"New York, NY",10000+ Employees,1831,College / University,Colleges & Universities,Education,$5 to $10 billion (USD),0,85,105,95.0,NY,193.0
Data Science Analyst (Hybrid - 3/2 Work Schedule),USD 74K - USD 108K ,3.7,Castleton Commodities International,"Stamford, CT",201 to 500 Employees,1997,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",Unknown / Non-Applicable,0,74,108,91.0,CT,27.0
DATA ANALYST SPECIALIST,USD 88K - USD 106K,3.9,State of Rhode Island,"Providence, RI",1001 to 5000 Employees,1636,Government,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,0,88,106,97.0,RI,388.0
Analytics Scientist,USD 93K - USD 125K ,4.0,Ford Motor Company,"Dearborn, MI",10000+ Employees,1903,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),0,93,125,109.0,MI,121.0
Data Scientist,USD 102K - USD 136K ,3.5,Kraft Heinz Company,"Chicago, IL",10000+ Employees,2015,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),0,102,136,119.0,IL,9.0
Junior Data Scientist,USD 78K - USD 119K ,2.9,Soothsayer Analytics,"Livonia, MI",Unknown,--,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,78,119,98.5,MI,
Analytics Associate,USD 71K - USD 99K ,4.3,SysIntelli,"San Diego, CA",51 to 200 Employees,--,Company - Private,Accounting & Tax,Financial Services,$1 to $5 million (USD),0,71,99,85.0,CA,
DATA SCIENCE CONSULTANT BOSTON,USD 110K - USD 150K ,3.9,managementsolutions,"Boston, MA",1001 to 5000 Employees,2002,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),0,110,150,130.0,MA,22.0
Data Scientist,USD 81K - USD 177K,5.0,Brik Partners,Remote,Unknown,--,Company - Public,--,--,Unknown / Non-Applicable,0,81,177,129.0,Remote,
Data Scientist,USD 132K - USD 172K,4.1,U.S. Department of Justice,"Washington, DC",10000+ Employees,1870,Government,National Agencies,Government & Public Administration,Unknown / Non-Applicable,0,132,172,152.0,DC,154.0
Senior Data Scientist,USD 112K - USD 218K,4.3,Microsoft,"Cambridge, MA",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,112,218,165.0,MA,49.0
Data Science Analyst (Office of Technology and Data Science),USD 58K,4.0,The Urban Institute,United States,501 to 1000 Employees,1968,Nonprofit Organization,Grantmaking & Charitable Foundations,Nonprofit & NGO,$25 to $100 million (USD),0,58,58,58.0,ES,56.0
"Data Scientist, Data Strategy and Analytics",USD 144K - USD 288K,3.8,Abbott Laboratories,"Alameda, CA",10000+ Employees,1888,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,144,288,216.0,CA,136.0
Data Scientist,USD 95K - USD 150K,3.2,"Stride, Inc.",Virginia,5001 to 10000 Employees,1999,Company - Public,Primary & Secondary Schools,Education,$500 million to $1 billion (USD),0,95,150,122.5,IA,25.0
"Staff Data Scientist, Economics",USD 170K - USD 314K,4.3,Duolingo,"Pittsburgh, PA",201 to 500 Employees,2011,Company - Public,Internet & Web Services,Information Technology,$100 to $500 million (USD),0,170,314,242.0,PA,13.0
Data Science Lead Analyst,USD 160K - USD 163K,3.9,Citi,"Irving, TX",10000+ Employees,1812,Company - Public,Investment & Asset Management,Financial Services,$10+ billion (USD),0,160,163,161.5,TX,212.0
Senior Data Scientist / Applied Statistician,USD 142K - USD 181K ,3.5,LaunchDarkly,"Oakland, CA",501 to 1000 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),0,142,181,161.5,CA,10.0
Staff Data Scientist,USD 135K - USD 185K ,3.4,Airwallex,"San Francisco, CA",1001 to 5000 Employees,2015,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,135,185,160.0,CA,9.0
Data Scientist - Finance,USD 176K - USD 205K,4.4,"Gametime United, Inc.",Remote,201 to 500 Employees,2013,Company - Private,Ticket Sales,"Arts, Entertainment & Recreation",$25 to $100 million (USD),0,176,205,190.5,Remote,11.0
Data Scientist,USD 126K - USD 208K,4.2,"The Travelers Companies, Inc.","Atlanta, GA",10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,126,208,167.0,GA,171.0
"Data Scientist, Marketing",USD 171K - USD 258K,4.2,Asana,"San Francisco, CA",1001 to 5000 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,171,258,214.5,CA,16.0
Data Scientist,USD 91K - USD 126K ,4.0,Bentley Systems,"Exton, PA",1001 to 5000 Employees,1984,Company - Public,Software Development,Information Technology,$500 million to $1 billion (USD),0,91,126,108.5,PA,40.0
Associate Data Scientist,USD 73K - USD 95K ,3.7,TXU Retail Services Company,"Irving, TX",5001 to 10000 Employees,1996,Subsidiary or Business Segment,Energy & Utilities,"Energy, Mining & Utilities",Unknown / Non-Applicable,0,73,95,84.0,TX,28.0
Senior Data Scientist,USD 116K - USD 148K ,4.0,Universal Orlando Resort,"Orlando, FL",10000+ Employees,1987,Subsidiary or Business Segment,Hotels & Resorts,Hotels & Travel Accommodation,$1 to $5 billion (USD),0,116,148,132.0,FL,37.0
Data Scientist I,USD 70K - USD 85K,4.0,Trusaic,"Los Angeles, CA",51 to 200 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,70,85,77.5,CA,10.0
Data Scientist,USD 93K - USD 133K ,4.0,Hyperspace Ventures,"Durham, NC",1 to 50 Employees,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,93,133,113.0,NC,7.0
Data Engineer,USD 71K - USD 88K,2.5,AnitaB.org,Remote,51 to 200 Employees,--,Nonprofit Organization,Civic & Social Services,Nonprofit & NGO,$5 to $25 million (USD),0,71,88,79.5,Remote,
Data Scientist,USD 93K - USD 125K ,3.9,BOEING,"Berkeley, MO",10000+ Employees,1916,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,93,125,109.0,MO,108.0
Senior Data Analyst,USD 85K - USD 140K,4.4,ServiceNow,"San Diego, CA",10000+ Employees,2004,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),0,85,140,112.5,CA,20.0
Operations Research Consultant/Senior Consultant - Data Science,USD 86K - USD 115K ,3.7,American Airlines,"Dallas, TX",10000+ Employees,1926,Company - Public,"Airlines, Airports & Air Transportation",Transportation & Logistics,$10+ billion (USD),0,86,115,100.5,TX,98.0
Data Science Technical Fellow,USD 75K - USD 113K ,3.9,Patterson-UTI,"Houston, TX",1001 to 5000 Employees,--,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$500 million to $1 billion (USD),0,75,113,94.0,TX,
Research Data Scientist,USD 79K - USD 145K,4.1,"University of California, Riverside","Riverside, CA",1001 to 5000 Employees,--,College / University,Colleges & Universities,Education,$100 to $500 million (USD),0,79,145,112.0,CA,
"Data Scientist, Product",USD 190K - USD 246K,3.8,Clubhouse,Remote,Unknown,--,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,190,246,218.0,Remote,
Senior Data Scientist,USD 129K - USD 151K,3.5,TARGET,"Brooklyn Park, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),0,129,151,140.0,MN,62.0
Data Science Fellow,USD 98K - USD 134K ,4.3,University of Maryland,"College Park, MD",10000+ Employees,1856,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),0,98,134,116.0,MD,168.0
"Staff Data Scientist, Whole Page Optimization",USD 135K - USD 199K ,3.8,Pinterest,"San Francisco, CA",1001 to 5000 Employees,2010,Company - Public,Internet & Web Services,Information Technology,$100 to $500 million (USD),0,135,199,167.0,CA,14.0
Statistical Analyst - Medical Devices,USD 66K - USD 132K,3.8,Abbott Laboratories,"Santa Clara, CA",10000+ Employees,1888,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,66,132,99.0,CA,136.0
Statistician 2 - Data Manager and Statistician,USD 60K - USD 84K ,4.2,Yale University,"George, IA",10000+ Employees,1701,Nonprofit Organization,Colleges & Universities,Education,$1 to $5 billion (USD),0,60,84,72.0,IA,323.0
Senior Data Analyst,USD 88K - USD 127K ,3.6,Western Digital,"Irvine, CA",10000+ Employees,1970,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,88,127,107.5,CA,54.0
Statistician,USD 62K - USD 94K ,3.3,MercyOne,"Des Moines, IA",Unknown,2005,Subsidiary or Business Segment,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,0,62,94,78.0,IA,19.0
Senior Marketing Data Analyst,USD 101K - USD 195K,4.3,Microsoft,"Redmond, WA",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,101,195,148.0,WA,49.0
Senior Data Analyst,USD 111K - USD 147K ,5.0,Hypersonix,"San Jose, CA",1 to 50 Employees,2019,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,0,111,147,129.0,CA,5.0
Adjunct/Part Time Faculty; School of Data Science,USD 87K - USD 122K ,4.2,UNC Charlotte,"Charlotte, NC",1001 to 5000 Employees,1949,College / University,Colleges & Universities,Education,$100 to $500 million (USD),0,87,122,104.5,NC,75.0
Data Scientist,USD 6K - USD 9K,2.8,Department of Human Services,"Salem, OR",1001 to 5000 Employees,--,Government,--,--,Unknown / Non-Applicable,0,6,9,7.5,OR,
Senior Data Scientist,USD 99K - USD 145K ,3.8,XO,"Fort Lauderdale, FL",Unknown,--,Company - Private,"Airlines, Airports & Air Transportation",Transportation & Logistics,Unknown / Non-Applicable,0,99,145,122.0,FL,
SCHEDULING SYSTEMS ASSOCIATE (TRANSPORTATION OPERATIONS DATA SCIENCE SPECIALIST),USD 61K - USD 76K,3.6,Los Angeles County Metropolitan Transportation Authority,"Los Angeles, CA",5001 to 10000 Employees,1964,Government,Taxi & Car Services,Transportation & Logistics,$100 to $500 million (USD),0,61,76,68.5,CA,60.0
Data Engineer,USD 106K - USD 211K,4.4,Adobe,"Waltham, MA",10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,106,211,158.5,MA,42.0
Lead Data Scientist,USD 119K - USD 156K ,3.7,Bose,"Framingham, MA",5001 to 10000 Employees,1964,Company - Private,Consumer Product Manufacturing,Manufacturing,$1 to $5 billion (USD),0,119,156,137.5,MA,60.0
Data Analytics Analyst 2,USD 75K,3.9,IQVIA,"Northborough, MA",10000+ Employees,2017,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),0,75,75,75.0,MA,7.0
Applied Scientist II,USD 94K - USD 183K,4.3,Microsoft,"Redmond, WA",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,94,183,138.5,WA,49.0
Junior Data Scientist,USD 97K - USD 142K ,4.2,Logistics Management Institute,"Washington, DC",1001 to 5000 Employees,1961,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),0,97,142,119.5,DC,63.0
"Analyst/Senior Analyst, Crew Strategy and Intelligence",USD 77K - USD 105K ,3.7,American Airlines,"Dallas, TX",10000+ Employees,1926,Company - Public,"Airlines, Airports & Air Transportation",Transportation & Logistics,$10+ billion (USD),0,77,105,91.0,TX,98.0
Data Engineering Lead,USD 122K - USD 168K ,4.3,Mars,"Newark, NJ",10000+ Employees,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),0,122,168,145.0,NJ,113.0
Associate Data Scientist,USD 70K - USD 104K ,4.7,Max Planck Florida,"Jupiter, FL",51 to 200 Employees,--,Nonprofit Organization,Grantmaking & Charitable Foundations,Nonprofit & NGO,$5 to $25 million (USD),0,70,104,87.0,FL,
Mid Level Data Analyst,USD 86K - USD 138K,3.6,Peraton,United States,10000+ Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 billion (USD),0,86,138,112.0,ES,7.0
Data Scientist II,USD 111K - USD 139K ,4.0,Klaviyo,"Boston, MA",1001 to 5000 Employees,2012,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,111,139,125.0,MA,12.0
Data Scientist Associate,USD 72K - USD 144K,4.0,Tencent,"Palo Alto, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,72,144,108.0,CA,26.0
Data Engineer I,USD 105K - USD 173K,4.2,"The Travelers Companies, Inc.","Hartford, CT",10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,105,173,139.0,CT,171.0
Data Scientist II,USD 83K - USD 112K ,4.1,bioMerieux SA,"Salt Lake City, UT",10000+ Employees,1963,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD),0,83,112,97.5,UT,61.0
RESEARCH DATA ANALYST I,USD 4K - USD 7K,4.4,Department of Forestry & Fire Protection,United States,5001 to 10000 Employees,--,Government,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,0,4,7,5.5,ES,
"Senior Scientist I/II, Genomics Data Science",USD 98K - USD 129K ,3.9,ABBVIE,"Crystal Lake, IL",10000+ Employees,2013,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),0,98,129,113.5,IL,11.0
"Associate, Finance Strategy & Analysis, Content",USD 99K - USD 159K ,4.1,Netflix,"Los Angeles, CA",5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),0,99,159,129.0,CA,27.0
Data Scientist II - Hybrid,USD 95K - USD 136K,4.1,Radian,United States,1001 to 5000 Employees,1977,Company - Public,Insurance Carriers,Insurance,$1 to $5 billion (USD),0,95,136,115.5,ES,47.0
Junior Data Scientist,USD 60K - USD 65K,4.0,DonorSearch,Remote,1 to 50 Employees,--,Company - Public,Accounting & Tax,Financial Services,Unknown / Non-Applicable,0,60,65,62.5,Remote,
AI Data Engineer,USD 122K - USD 135K,4.3,University of Maryland,"College Park, MD",10000+ Employees,1856,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),0,122,135,128.5,MD,168.0
RESEARCH DATA ANALYST II,USD 6K - USD 8K,4.4,State Teachers' Retirement System,"Yolo, CA",1001 to 5000 Employees,1913,Government,Investment & Asset Management,Financial Services,$10+ billion (USD),0,6,8,7.0,CA,111.0
Data Analytics and Culture Change Management Consultant,USD 89K - USD 134K ,4.1,Lockheed Martin Corporation,"Bethesda, MD",10000+ Employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,89,134,111.5,MD,29.0
Clinical Data Coordinator - Entry Level (Science or Math Degree),USD 38K - USD 58K ,3.3,"Medpace, Inc.","Irving, TX",5001 to 10000 Employees,1992,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD),0,38,58,48.0,TX,32.0
People Analytics Consultant,USD 82K - USD 114K ,4.1,Takeda Pharmaceutical,"Lexington, MA",10000+ Employees,1781,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),0,82,114,98.0,MA,243.0
Data Scientist,USD 104K - USD 142K ,3.7,Micron,"Manassas, VA",10000+ Employees,1978,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,104,142,123.0,VA,46.0
Junior Data Scientist,USD 40K - USD 60K,4.0,UST,"Bellevue, WA",10000+ Employees,1999,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,40,60,50.0,WA,25.0
Adjunct Faculty - Data Science and Analytics,USD 102K - USD 137K ,4.1,MCPHS,"Boston, MA",1001 to 5000 Employees,1823,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,102,137,119.5,MA,201.0
DATA SCIENCE MANAGER - DECISION ANALYTICS,USD 106K - USD 140K ,3.8,Home Depot / THD,"Atlanta, GA",10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),0,106,140,123.0,GA,46.0
Data Science Systems Engineer,USD 96K - USD 127K ,3.8,Northern Trust Corp.,"Chicago, IL",10000+ Employees,1889,Company - Public,Banking & Lending,Financial Services,$5 to $10 billion (USD),0,96,127,111.5,IL,135.0
Data Scientist,USD 100K - USD 176K,4.0,Parsons,Remote,10000+ Employees,1944,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),0,100,176,138.0,Remote,80.0
Early Career Environmental Scientist Data Manager,USD 53K - USD 73K ,4.4,EA Engineering Science and Technology,"Hunt Valley, MD",201 to 500 Employees,1972,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),0,53,73,63.0,MD,52.0
"Staff Data Scientist, Product Analytics",USD 150K - USD 195K,4.4,Descript,Remote,51 to 200 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,150,195,172.5,Remote,7.0
Operations Research Analyst,USD 98K - USD 232K,3.4,TikTok,"San Jose, CA",1001 to 5000 Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,98,232,165.0,CA,8.0
Artificial Intelligence Learning Specialist (Contractor) (Virtual),USD 40.00 - USD 50.00 Per Hour,3.2,"Stride, Inc.",Remote,5001 to 10000 Employees,1999,Company - Public,Primary & Secondary Schools,Education,$500 million to $1 billion (USD),1,67,84,75.5,Remote,25.0
Product Analytics Senior Associate,USD 82K - USD 107K ,3.9,Athenahealth,"Boston, MA",5001 to 10000 Employees,1997,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,82,107,94.5,MA,27.0
Data Scientist 2,USD 94K - USD 183K,4.3,Microsoft,"Redmond, WA",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,94,183,138.5,WA,49.0
Product Data Analyst,USD 72K - USD 87K,4.0,"National Debt Relief, LLC.",United States,1001 to 5000 Employees,2009,Company - Private,Debt Relief,Financial Services,Unknown / Non-Applicable,0,72,87,79.5,ES,15.0
"Data Scientist, Product Analytics",USD 109K - USD 171K,3.9,Facebook App,"San Francisco, CA",10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,109,171,140.0,CA,20.0
Marketing Decision Scientist,USD 105K - USD 156K,3.9,Meta,"New York, NY",10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,105,156,130.5,NY,20.0
"Data Scientist - Product, Marketing & Customer Analytics",USD 160K - USD 170K,4.0,Sony Electronics,California,10000+ Employees,1946,Subsidiary or Business Segment,Consumer Product Manufacturing,Manufacturing,$1 to $5 billion (USD),0,160,170,165.0,IA,78.0
Product Growth Analyst,USD 105K - USD 156K,3.9,Meta,"San Francisco, CA",10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,105,156,130.5,CA,20.0
Lead Decision Scientist - Data and Analytics,USD 126K - USD 243K,4.1,Salesforce,"Atlanta, GA",10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),0,126,243,184.5,GA,25.0
Genomics Data Scientist,USD 106K - USD 159K,3.9,Bayer,"Chesterfield, MO",10000+ Employees,1863,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),0,106,159,132.5,MO,161.0
Junior Software Engineer,USD 59K - USD 120K,4.0,Parsons,"Colorado Springs, CO",10000+ Employees,1944,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),0,59,120,89.5,CO,80.0
Product Analyst,USD 70K - USD 130K,3.5,Warner Bros Careers,"Burbank, CA",10000+ Employees,2003,Company - Public,Film Production,Media & Communication,$10+ billion (USD),0,70,130,100.0,CA,21.0
"Data Analytics, Senior Specialist [HYBRID]",USD 98K - USD 154K,4.0,Southern California Edison,"Rosemead, CA",10000+ Employees,1879,Subsidiary or Business Segment,Energy & Utilities,"Energy, Mining & Utilities",$10+ billion (USD),0,98,154,126.0,CA,145.0
Data Science Product Manager,USD 105K - USD 150K,3.7,Gap Inc.,"San Francisco, CA",10000+ Employees,1969,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$10+ billion (USD),0,105,150,127.5,CA,55.0
Head of Product Data Science,USD 204K - USD 287K,4.4,Databricks,"San Francisco, CA",1001 to 5000 Employees,2013,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,204,287,245.5,CA,11.0
Senior Product Manager - Data & Analytics,USD 111K - USD 166K,4.1,Unilever,"Englewood Cliffs, NJ",10000+ Employees,1929,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),0,111,166,138.5,NJ,95.0
Operations Research Analyst / Decision Scientist,USD 75K - USD 98K ,3.7,Micron,"Boise, ID",10000+ Employees,1978,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,75,98,86.5,ID,46.0
Data and Analytics Consultant,USD 90K - USD 124K ,3.8,SEI,"Boston, MA",1001 to 5000 Employees,1968,Company - Public,Investment & Asset Management,Financial Services,$1 to $5 billion (USD),0,90,124,107.0,MA,56.0
